0.058926,0,0
0.097769,0.051131,0.051131
0.12508,0.07231,0.07231
0.14742,0.088561,0.088561
0.16679,0.10226,0.10226
0.18413,0.11433,0.11433
0.19998,0.12524,0.12524
0.21466,0.13528,0.13528
0.2284,0.14462,0.14462
0.24135,0.15339,0.15339
0.25365,0.16169,0.16169
0.26538,0.16958,0.16958
0.27661,0.17712,0.17712
0.2874,0.18436,0.18436
0.2978,0.19131,0.19131
0.30785,0.19803,0.19803
0.31758,0.20452,0.20452
0.32702,0.21082,0.21082
0.3362,0.21693,0.21693
0.34513,0.22287,0.22287
0.35384,0.22866,0.22866
0.36234,0.23431,0.23431
0.37064,0.23983,0.23983
0.37877,0.24522,0.24522
0.38672,0.25049,0.25049
0.39451,0.25565,0.25565
0.40215,0.26072,0.26072
0.40965,0.26568,0.26568
0.41701,0.27056,0.27056
0.42424,0.27535,0.27535
0.43136,0.28006,0.28006
0.43836,0.28469,0.28469
0.44525,0.28924,0.28924
0.45203,0.29373,0.29373
0.45871,0.29814,0.29814
0.4653,0.3025,0.3025
0.47179,0.30679,0.30679
0.4782,0.31102,0.31102
0.48452,0.31519,0.31519
0.49076,0.31931,0.31931
0.49693,0.32338,0.32338
0.50301,0.3274,0.3274
0.50903,0.33137,0.33137
0.51497,0.33529,0.33529
0.52085,0.33916,0.33916
0.52666,0.343,0.343
0.53241,0.34679,0.34679
0.53809,0.35054,0.35054
0.54372,0.35425,0.35425
0.54929,0.35792,0.35792
0.5548,0.36155,0.36155
0.56026,0.36515,0.36515
0.56566,0.36871,0.36871
0.57102,0.37224,0.37224
0.57632,0.37573,0.37573
0.58158,0.3792,0.3792
0.58679,0.38263,0.38263
0.59195,0.38603,0.38603
0.59707,0.3894,0.3894
0.60215,0.39274,0.39274
0.60718,0.39606,0.39606
0.61217,0.39935,0.39935
0.61712,0.40261,0.40261
0.62204,0.40584,0.40584
0.62691,0.40905,0.40905
0.63174,0.41223,0.41223
0.63654,0.41539,0.41539
0.64131,0.41853,0.41853
0.64603,0.42164,0.42164
0.65073,0.42473,0.42473
0.65539,0.42779,0.42779
0.66002,0.43084,0.43084
0.66461,0.43386,0.43386
0.66917,0.43686,0.43686
0.67371,0.43985,0.43985
0.67821,0.44281,0.44281
0.68268,0.44575,0.44575
0.68712,0.44867,0.44867
0.69154,0.45158,0.45158
0.69593,0.45446,0.45446
0.70029,0.45733,0.45733
0.70462,0.46018,0.46018
0.70892,0.46301,0.46301
0.7132,0.46583,0.46583
