Moves;FPS
480;124.13660405699112
481;124.14186932826834
482;124.14572224877561
483;124.14508007874936
484;120.006000300015
485;124.15368570908308
486;121.0058002113568
487;118.04784282323222
488;124.1425114650782
489;121.01153542461435
490;119.99160058795884
491;121.01116933092925
492;121.01190152051454
493;121.00836268626465
494;119.00582533515015
495;120.01284137402702
496;117.0779680728381
497;121.01641688542065
498;121.01995619077586
499;121.02288542763436
500;120.0021600388807
501;122.0313335787519
502;121.00970497833926
503;117.07933881394727
504;119.9935203499011
505;118.04087558786816
506;121.01446425383995
507;122.05802027994007
508;121.01470832934153
509;117.09144842121697
510;122.04510990670668
511;121.0214207914801
512;120.00864062212479
513;124.1425114650782
514;120.01116103797654
515;120.99335544822996
516;120.00120001200013
517;122.04560640902162
518;121.02544862620988
519;121.02410598484374
520;124.15330035683728
521;121.03558042612593
522;124.14366732807653
523;120.01152110602618
524;121.00787458743878
525;121.0136099973377
526;123.08752754083429
527;121.01251168527065
528;121.02154284313893
529;123.08853758508495
530;121.02203105223613
531;118.03298038193505
532;120.02148384560836
533;122.03778696677115
534;121.0136099973377
535;121.01190152051454
536;121.00555617178756
537;119.99988000012
538;118.0284527256704
539;120.00972078738378
540;120.00480019200768
541;121.02544862620988
542;121.0260589275881
543;122.03617355577816
544;121.01605076219943
545;121.01287778707784
546;121.00567819144914
547;118.047146062685
548;124.13711772233216
549;118.04401074200497
550;117.08265157081013
551;120.00708041774465
552;121.02239721164396
553;121.02288542763436
554;121.01251168527065
555;119.99364033706213
556;118.03634732588655
557;123.09409312478459
558;121.00982700636814
559;120.00384012288393
560;118.04795895078973
561;121.01324389110019
562;120.0021600388807
563;121.0189798100002
564;120.00384012288393
565;117.07865343938057
566;124.14893319856277
567;122.0328227615621
568;122.03443608395563
569;121.00763053950244
570;121.00738649255048
571;122.05230958568326
572;120.01104101577346
573;120.01044090835903
574;117.07568357564747
575;117.08607875795087
576;118.03716006527455
577;120.00264005808128
578;117.08619300097767
579;118.04575256626548
580;117.08265157081013
581;120.01272134846293
582;119.02010745532034
583;117.07294229669796
584;119.02931592860224
585;121.02300748224744
586;121.02520450738203
587;121.02435009923997
588;119.99868001451983
589;124.15355725806869
590;124.154327968142
591;120.00264005808128
592;120.01740252336589
593;120.01848284635834
594;119.99244047625
595;124.14097034789472
596;123.07982649847125
597;124.14353889779159
598;121.00543415237206
599;124.14906164000911
600;122.04312393784343
601;124.13236648012331
602;119.00901195743047
603;121.01177948830168
604;117.08379394423103
605;118.04145615940318
606;117.07785384586116
607;117.08093805247567
608;120.00840058804117
609;119.00452713055293
610;119.9956801555144
611;118.04482358692968
612;117.0602655512124
613;118.0401789095645
614;117.08356546776348
615;120.01404164287221
616;117.08150921968101
617;119.01302498380927
618;121.0151964832984
619;119.02176015330002
620;117.07294229669796
621;120.0043201555256
622;124.14328203801888
623;119.99088069306733
624;122.0429998169355
625;120.01044090835903
626;120.0136815596978
627;124.14559381423888
628;121.00250576022346
629;124.17462677763739
630;124.1333937449183
631;120.00468018252712
632;120.01740252336589
633;120.00852060496295
634;120.00024000048
635;118.05353334225293
636;120.00780050703295
637;120.00732044654724
638;120.00384012288393
639;121.02105463798064
640;124.17244240985598
641;121.00641031458642
642;120.00636033709786
643;124.14854787581835
644;120.00840058804117
645;124.15227276254326
646;121.00604425191038
647;121.01983414231731
648;124.14559381423888
649;124.15458487362615
650;123.07326243629677
651;123.0793215457532
652;124.13686088913026
653;124.1330085186277
654;120.02256424207751
655;124.1444379153666
656;121.00152966100413
657;120.00924071153479
658;120.00936073013695
659;124.13827348489237
660;121.00104161729992
661;118.0406433608532
662;121.01043715020421
663;118.04528807476989
664;120.01164112918953
665;121.0001875502907
666;121.01397610579042
667;121.00531213320265
668;122.04163450361091
669;121.02007823948058
670;118.05179128836807
671;118.03576680460458
672;117.07682581309855
673;117.07648313952298
674;118.02090740374658
675;120.00552025393168
676;117.07785384586116
677;117.0984182931149
678;117.07259964585539
679;120.01380158718253
680;124.14225460955709
681;122.0407656837639
682;119.99460024298907
683;121.0233736475638
684;118.04679768549579
685;121.02581480629819
686;121.00775256334755
687;124.1386587438616
688;124.1399429576962
689;120.0014400172802
690;122.05280614657931
691;124.14520851222314
692;120.00444016428608
693;124.14045665066979
694;124.14649286157666
695;124.14726348394466
696;118.01661280519588
697;121.01312185617994
698;117.07351338589284
699;118.0605020719618
700;117.07248542935359
701;120.00492020172827
702;117.08036689084305
703;117.08779242676158
704;118.04308179008399
705;118.04807507857575
706;119.98800119988002
707;121.01470832934153
708;121.0255706859931
709;119.01267088235994
710;117.07522668690767
711;117.08128075213014
712;117.08276580714907
713;117.09499038357391
714;117.08379394423103
715;124.14045665066979
716;120.01800270040506
717;120.00276006348146
718;120.01692238605644
719;124.14161247540444
720;124.14007138054104
721;124.14726348394466
722;120.99347744328684
723;117.0863072442274
724;119.01337908736573
725;119.02317678810006
726;123.08437125938903
727;121.00836268626465
728;120.00396013068432
729;123.07263131336958
730;124.14084192318992
731;124.1215812261971
732;121.01849162552038
733;120.01932311102088
734;120.00864062212479
735;119.99328037629893
736;117.07671158835048
737;117.08265157081013
738;117.06905903792648
739;122.06162077488786
740;122.02488087321005
741;124.14135562360342
742;123.06177701206005
743;119.0129069497587
744;118.04528807476989
745;124.16049399321876
746;119.01692023882728
747;117.08619300097767
748;121.03802207733523
749;118.04865572093298
750;124.1818228856751
751;124.13609039590102
752;124.1258180667197
753;120.00528023233022
754;119.9883611289705
755;120.01068095060461
756;121.01641688542065
757;117.096018735363
758;118.02578273223786
759;118.06491602632848
760;119.01172662212983
761;120.00276006348146
762;121.0065323359706
763;124.1581816620435
764;121.01141339313986
765;119.99496021167111
766;119.99640010799676
767;121.01470832934153
768;117.05158756092779
769;121.0281339983157
770;124.1344210267158
771;120.00324008748237
772;124.14058507457746
773;123.07490338620084
774;124.14019980365158
775;120.01800270040506
776;119.99196053864391
777;120.01200120012001
778;120.00240004800096
779;119.02034355222166
780;118.04099170171828
781;120.02028342789932
782;118.0413400446393
783;118.03866946811776
784;117.07888189667788
785;119.99556016427393
786;117.08744968898647
787;117.0876781806136
788;118.02775619399829
789;117.06437662731678
790;117.08025265918523
791;117.07762539257591
792;120.02652586221555
793;120.0196832280494
794;120.00168002352034
795;120.00912069317268
796;119.0047631656457
797;119.9930404036566
798;120.00348010092293
799;120.00540024301094
800;122.04709594020505
801;123.08916887115949
802;120.01584209115603
803;122.04386866859292
804;123.08172010806575
805;124.15060295809504
806;124.16010859870832
807;120.00492020172827
808;120.01104101577346
809;120.00024000048
810;120.00300007500188
811;120.01332147868413
812;119.99964000108
813;120.00624032449687
814;120.00420014700515
815;120.01668231884231
816;122.0402692208339
817;123.08108889839349
818;121.01470832934153
819;123.07578699273544
820;123.0871487785139
821;118.04761056880257
822;117.0825373346941
823;121.0206884866968
824;120.00960076806145
825;121.0233736475638
826;120.01356153245317
827;119.01231678301774
828;119.00157677089221
829;119.01668415550719
830;119.01432337381804
831;119.00983814662013
832;119.00983814662013
833;122.03120948182497
834;121.01763731215793
835;122.04424103737605
836;122.05193716766274
837;117.08093805247567
838;119.00865787986076
839;118.03797281585486
840;117.05444202098396
841;119.00547127654194
842;122.03716641903291
843;123.09358805499822
844;119.99676008747764
845;120.00528023233022
846;120.01848284635834
847;120.01104101577346
848;120.00552025393168
849;120.01452175713261
850;118.04273343688304
851;117.08436513930113
852;117.06414822662448
853;117.07773961910709
854;120.00324008748237
855;120.00408013872472
856;122.02984443228665
857;121.01775935618552
858;120.0153619663317
859;118.04122393010385
860;117.06152168272035
861;123.0896739046814
862;124.15150207798577
863;124.13763139192423
864;120.0153619663317
865;124.1425114650782
866;122.04262745572649
867;122.04523403190669
868;120.0163222198219
869;124.16087939012176
870;124.14893319856277
871;120.00336009408264
872;120.00120001200013
873;119.02187820491203
874;120.00528023233022
875;120.00096000768006
876;122.0429998169355
877;122.05094406405233
878;118.03588290840416
879;117.06723171117173
880;117.0836797058858
881;119.02069769932992
882;120.0064803499389
883;119.00830380439795
884;121.00628829344832
885;119.00641543751222
886;117.0839081827992
887;117.06494763294675
888;121.02105463798064
889;120.00696040370342
890;120.00864062212479
891;120.01824277290149
892;120.00420014700515
893;119.01668415550719
894;119.00688752361543
895;120.00372011532357
896;120.01224124860735
897;120.00372011532357
898;120.00960076806145
899;118.04575256626548
900;119.99412028810588
901;119.02967012910752
902;119.02116989875266
903;120.0150018752344
904;124.1363472259147
905;124.14469477992249
906;122.04858550774755
907;123.08500250272839
908;120.01440172820739
909;120.00756047631
910;120.01068095060461
911;120.00516022188954
912;120.00012000012
913;124.15330035683728
914;123.08740128646849
915;120.01320145215973
916;124.14996073757492
917;123.0914415546449
918;124.14071349875083
919;120.00984080694617
920;124.14135562360342
921;121.02593686682003
922;121.02007823948058
923;123.07957402159431
924;121.01238965182719
925;124.14752036019334
926;124.14893319856277
927;120.00708041774465
928;124.14752036019334
929;123.06556317878349
930;121.0142201793229
931;119.01597591116648
932;119.9925604612514
933;120.00984080694617
934;118.03588290840416
935;121.0206884866968
936;120.0050402116889
937;121.024960389539
938;121.01592872161798
939;120.01488184534882
940;118.05051381486138
941;118.047146062685
942;117.08002419653833
943;117.07762539257591
944;118.03750838558132
945;120.00048000192001
946;122.05342685338128
947;117.076254691587
948;120.01032088759634
949;117.09247671079427
950;118.03994668529074
951;117.06300623653166
952;118.04122393010385
953;120.01908303420244
954;117.07568357564747
955;117.07431292012605
956;118.0384372497831
957;120.00624032449687
958;120.00396013068432
959;124.1333937449183
960;120.01380158718253
961;120.00048000192001
962;118.04331402669352
963;117.08333699218761
964;121.02093258730652
965;122.04473753262154
966;124.14366732807653
967;124.15047451345946
968;124.1399429576962
969;124.14764879871632
970;124.13788822831441
971;119.01774653782334
972;124.14700660875899
973;123.07919530822107
974;123.0752820731621
975;119.9978400388793
976;120.01836280950985
977;120.99945550245025
978;120.01236127321114
979;119.01514963675585
980;121.0065323359706
981;119.99496021167111
982;119.01385122871883
983;119.02412123003495
984;119.01432337381804
985;119.01727436556354
986;117.08550754616095
987;117.08813516654324
988;120.01320145215973
989;121.01763731215793
990;122.03989687628714
991;122.04833724396548
992;117.08619300097767
993;119.01762849440716
994;120.02448499493897
995;121.01849162552038
996;121.01641688542065
997;122.03642177007728
998;121.02471627268079
999;120.00444016428608
1000;119.0104282887788
1001;119.01479552266339
1002;119.01255284901175
1003;123.08222508046501
1004;119.99916000587996
1005;117.07831075510632
1006;118.0401789095645
1007;118.0368117470235
1008;118.03611511668853
1009;123.07351488728004
1010;120.0074404613086
1011;120.01092099381043
1012;121.02239721164396
1013;120.00624032449687
1014;119.02364900719398
1015;120.00660036301997
1016;120.99872346346746
1017;120.01236127321114
1018;119.01467748510085
1019;119.01361515757402
1020;119.01420533719204
1021;120.02184397560356
1022;119.02069769932992
1023;120.00828057135942
1024;121.02288542763436
1025;121.01971209410493
1026;118.0502815499215
1027;121.01653892698668
1028;124.15073140299637
1029;122.03406377500173
1030;123.08500250272839
1031;122.03170587104707
1032;120.00684038990222
1033;122.06099998474238
1034;120.00912069317268
1035;119.99832002351967
1036;121.01214558567861
1037;120.01092099381043
1038;120.00588028813412
1039;120.01092099381043
1040;120.01560202826367
1041;122.03877985627899
1042;123.06266043012451
1043;121.02105463798064
1044;121.0065323359706
1045;120.00840058804117
1046;123.08677001852456
1047;117.08573603020812
1048;118.0495847605856
1049;119.01278891594225
1050;119.01739240827726
1051;121.00958295055649
1052;119.0038190308924
1053;124.15201586662762
1054;123.07566076245372
1055;120.00828057135942
1056;124.13763139192423
1057;121.00946092301983
1058;123.08512875217322
1059;121.03741165529756
1060;121.01238965182719
1061;120.01320145215973
1062;122.02860350466149
1063;121.01531852240296
1064;120.00636033709786
1065;123.08121513981
1066;121.02569274602254
1067;123.07944778354428
1068;123.08942138740241
1069;121.03497002871555
1070;118.03832114095842
1071;118.05225583104361
1072;121.01678301085722
1073;121.0136099973377
1074;122.0271144248252
1075;120.99969951741286
1076;121.01031512094477
1077;121.01763731215793
1078;119.99724006347854
1079;120.01260132313892
1080;121.01959004613872
1081;123.08702252492512
1082;119.01160859065462
1083;120.01596212296235
1084;121.01946799841868
1085;121.01348796167906
1086;121.00165167254534
1087;122.03791107707609
1088;124.14161247540444
1089;119.01597591116648
1090;117.0876781806136
1091;122.04374454617016
1092;117.0955616878935
1093;122.03592534248874
1094;121.00458002335388
1095;120.01332147868413
1096;122.03542891893899
1097;121.01080323945921
1098;121.00763053950244
1099;121.01299982150583
1100;123.06960201341869
1101;121.01751526837651
1102;121.01019309193144
1103;122.05379928049285
1104;121.01556260135054
1105;120.00624032449687
1106;123.07906907094791
1107;121.02251926527228
1108;121.01629484410076
1109;123.10533199969224
1110;121.01775935618552
1111;121.0274016122867
1112;120.01128106041968
1113;121.02569274602254
1114;121.01299982150583
1115;120.00636033709786
1116;123.08500250272839
1117;121.0248383309868
1118;121.00311583023263
1119;121.018857763511
1120;120.00360010800324
1121;119.01267088235994
1122;121.01055917970976
1123;120.01236127321114
1124;118.03472188068658
1125;118.04470746554078
1126;119.00771368330857
1127;118.04668156022299
1128;120
1129;121.01751526837651
1130;118.03448967788388
1131;120.00372011532357
1132;122.04970270726582
1133;121.0231295371067
1134;122.04386866859292
1135;120.01596212296235
1136;120.01296139983118
1137;118.99933459538738
1138;120.00972078738378
1139;119.02105184854571
1140;119.01597591116648
1141;122.04784071943133
1142;120.00720043202593
1143;120.0043201555256
1144;120.00708041774465
1145;122.03766285671863
1146;122.03691820170465
1147;124.15368570908308
1148;122.04101391674362
1149;121.01690505316172
1150;121.01446425383995
1151;121.01251168527065
1152;122.042130977649
1153;119.00617939586513
1154;121.036190829693
1155;123.08247756821847
1156;123.0838662693793
1157;123.07704930979416
1158;122.03617355577816
1159;122.04287569628003
1160;118.0356507010334
1161;123.07856412444474
1162;120.00840058804117
1163;118.04331402669352
1164;118.03716006527455
1165;118.03959835059335
1166;121.0087287629681
1167;121.0237398150959
1168;118.04505583039287
1169;118.04284955438824
1170;118.04099170171828
1171;118.0394822394844
1172;118.03414137539284
1173;118.04412686202313
1174;118.04493970854705
1175;118.04308179008399
1176;119.0048811835432
1177;123.08550750206169
1178;121.01995619077586
1179;119.01031025987885
1180;119.01526767525495
1181;120.00864062212479
1182;119.99952000191999
1183;121.018857763511
1184;121.01104730019311
1185;121.02093258730652
1186;123.08512875217322
1187;123.0797002599033
1188;120.00672037634108
1189;123.08134138148549
1190;123.07566076245372
1191;123.07641814802811
1192;122.04548228306416
1193;123.09611344537815
1194;121.01580668128268
1195;118.03042627672036
1196;123.08563375254249
1197;120.00732044654724
1198;120.0153619663317
1199;123.08765379545909
1200;121.00763053950244
1201;121.0087287629681
1202;121.00116362785688
1203;121.00543415237206
1204;120.01620218729528
1205;123.08058393531705
1206;121.01544056175368
1207;117.08962039545068
1208;117.07636891544354
1209;114.30062779619817
1226;123.09005268254255
1227;123.05752176389228
1228;125.15631610141179
1229;125.17496045609204
1230;125.1787158939726
1231;125.18065845026345
1232;123.05451823647621
1233;119.04223146138605
1234;120.95476291866842
1235;119.01939819464295
1236;121.01573204516588
1237;118.05857071074186
1238;118.05730364923906
1239;117.1067849348412
1240;117.10780499324453
1241;119.01787628829474
1242;118.05926184666151
1243;116.16799235787423
1244;116.17635763115446
1245;121.0084705929415
1246;117.09420567548841
1247;117.11007185332012
1248;120.01325104986799
1249;114.34025202103483
1250;119.00324455953556
1251;118.04993219446044
1252;115.28673526068617
1253;120.01479851895787
1254;123.05176513180777
1255;122.02697905573305
1256;121.00387212390797
1257;123.09507823150014
1258;119.03145775170235
1259;122.03965582799871
1260;123.05063889722221
1261;123.05714631494696
1262;120.98669146393897
1263;122.0198418380827
1264;122.02550232150998
1265;122.02156453831478
1266;122.02488702613249
1267;121.03086287003185
1268;119.00230825138402
1269;122.0299326314091
1270;122.02021098403753
1271;123.06966251450646
1272;121.00133101464117
1273;120.98874804643168
1274;122.01811918649209
1275;123.05664571991697
1276;123.05952419696033
1277;119.04012340820728
1278;119.9840946704255
1279;120.01634602795488
1280;119.02279335675755
1281;119.0253691261964
1282;122.03079411791401
1283;119.99444653801146
1284;124.09225489984935
1285;122.04950368216292
1286;120.00099174373342
1287;122.02365645399254
1288;121.0070184070676
1289;121.02565743937714
1290;122.04334858707087
1291;122.03165561658258
1292;119.01775922018777
1293;118.04463452990919
1294;118.05810995795765
1295;120.02217930520054
1296;122.02168759019268
1297;121.01040689499297
1298;120.01753644664774
1299;123.05564454207537
1300;121.00314608179812
1301;121.01258530887212
1302;120.01408429749607
1303;122.00852244654313
1304;122.0294403588674
1305;121.01694237193207
1306;119.03661015215043
1307;121.00883364485607
1308;120.99685408179387
1309;122.03879421636974
1310;118.05523033453535
1311;119.04316839787572
1312;118.05119909773761
1313;115.25697542835589
1314;113.45597205044946
1315;113.43905978707207
1316;113.43427421282708
1317;112.55363738938814
1318;112.56274675428575
1319;113.45480185728323
1320;114.33873938232512
1321;113.45990833189555
1322;112.5609666475344
1323;113.43416787131878
1324;117.12820989375213
1325;112.56599297625415
1326;112.56913465966443
1327;113.45235516775477
1328;118.05189014735022
1329;118.04970185133152
1330;118.07516020652419
1331;117.09828513916308
1332;119.0264228821904
1333;119.04316839787572
1334;119.01963233753574
1335;122.03633253589481
1336;121.00338809486665
1337;118.05810995795765
1338;118.05557588192882
1339;121.00859161000432
1340;118.06628885454234
1341;118.05039288341499
1342;118.0537329858716
1343;118.05695809173123
1344;118.07158846294212
1345;118.0548847891647
1346;118.05062322924066
1347;118.04451936856914
1348;118.04578615566825
1349;117.11290555182923
1350;116.15728656578582
1351;119.02162258932032
1352;116.17122678735673
1353;118.06490642624358
1354;120.9989110098009
1355;120.99649110175805
1356;122.0162735423341
1357;121.00411413988076
1358;120.99758004839903
1359;123.05063889722221
1360;120.00896595910967
1361;119.99896860390622
1362;119.98766407817246
1363;121.01585307675306
1364;120.01241781381016
1365;120.00908498527657
1366;122.01947269436138
1367;120.00337199557673
1368;119.02033477174162
1369;118.05235085158674
1370;118.05891627769019
1371;114.33495796064231
1372;113.44405848463114
1373;113.44661118096047
1374;113.45161054406142
1375;113.4423567508984
1376;114.34403379291444
1377;118.05857071074186
1378;118.05903146712251
1379;118.05327227084737
1380;118.06075933558137
1381;118.06191127598582
